9.41,57|74|105030|12973|12396|6006|6654|10853|7557|2498|0|0
9.51,57|74|105030|12973|12396|6006|6654|10853|7557|2498|0|0
9.62,57|74|105030|12973|12396|6006|6654|10853|7557|2498|0|0
9.72,50|66|25134|49936|9171|4979|3376|2539|645|470|0|0
9.82,50|66|25134|49936|9171|4979|3376|2539|645|470|0|0
9.92,50|66|25134|49936|9171|4979|3376|2539|645|470|0|0
10.03,50|66|25134|49936|9171|4979|3376|2539|645|470|0|0
10.13,50|66|25134|49936|9171|4979|3376|2539|645|470|0|0
10.24,50|66|25134|49936|9171|4979|3376|2539|645|470|0|0
10.34,50|66|25134|49936|9171|4979|3376|2539|645|470|0|0
10.44,50|66|25134|49936|9171|4979|3376|2539|645|470|0|0
10.54,50|66|25134|49936|9171|4979|3376|2539|645|470|0|0
10.64,53|63|46393|10171|2769|5996|6620|5963|9331|2060|0|0
10.75,53|63|46393|10171|2769|5996|6620|5963|9331|2060|0|0
10.85,53|63|46393|10171|2769|5996|6620|5963|9331|2060|0|0
10.95,53|63|46393|10171|2769|5996|6620|5963|9331|2060|0|0
11.06,53|63|46393|10171|2769|5996|6620|5963|9331|2060|0|0
11.16,53|63|46393|10171|2769|5996|6620|5963|9331|2060|0|0
11.26,53|63|46393|10171|2769|5996|6620|5963|9331|2060|0|0
11.36,53|63|46393|10171|2769|5996|6620|5963|9331|2060|0|0
11.47,53|63|46393|10171|2769|5996|6620|5963|9331|2060|0|0
11.57,53|63|46393|10171|2769|5996|6620|5963|9331|2060|0|0
11.68,57|61|11509|2743|478|930|454|839|3390|951|0|0
11.78,57|61|11509|2743|478|930|454|839|3390|951|0|0
11.89,57|61|11509|2743|478|930|454|839|3390|951|0|0
11.99,57|61|11509|2743|478|930|454|839|3390|951|0|0
12.10,57|61|11509|2743|478|930|454|839|3390|951|0|0
12.20,57|61|11509|2743|478|930|454|839|3390|951|0|0
12.30,57|61|11509|2743|478|930|454|839|3390|951|0|0
12.41,57|61|11509|2743|478|930|454|839|3390|951|0|0
28.04,38|44|21143|17099|5913|3014|4053|2124|669|1417|0|0
28.14,38|44|21143|17099|5913|3014|4053|2124|669|1417|0|0
28.24,38|44|21143|17099|5913|3014|4053|2124|669|1417|0|0
28.34,38|44|21143|17099|5913|3014|4053|2124|669|1417|0|0
28.45,38|44|21143|17099|5913|3014|4053|2124|669|1417|0|0
28.55,30|44|79818|57852|13928|8303|1222|4394|618|921|0|0
28.65,30|44|79818|57852|13928|8303|1222|4394|618|921|0|0
28.75,30|44|79818|57852|13928|8303|1222|4394|618|921|0|0
28.85,30|44|79818|57852|13928|8303|1222|4394|618|921|0|0
28.95,30|44|79818|57852|13928|8303|1222|4394|618|921|0|0
29.05,30|44|79818|57852|13928|8303|1222|4394|618|921|0|0
29.15,30|44|79818|57852|13928|8303|1222|4394|618|921|0|0
29.26,30|44|79818|57852|13928|8303|1222|4394|618|921|0|0
29.36,30|44|79818|57852|13928|8303|1222|4394|618|921|0|0
29.46,30|44|79818|57852|13928|8303|1222|4394|618|921|0|0
29.57,41|57|59664|34163|3254|15101|4710|11373|2835|1095|0|0
29.67,41|57|59664|34163|3254|15101|4710|11373|2835|1095|0|0
29.78,41|57|59664|34163|3254|15101|4710|11373|2835|1095|0|0
29.88,41|57|59664|34163|3254|15101|4710|11373|2835|1095|0|0
29.98,41|57|59664|34163|3254|15101|4710|11373|2835|1095|0|0
30.08,41|57|59664|34163|3254|15101|4710|11373|2835|1095|0|0
30.19,41|57|59664|34163|3254|15101|4710|11373|2835|1095|0|0
30.29,41|57|59664|34163|3254|15101|4710|11373|2835|1095|0|0
30.39,41|57|59664|34163|3254|15101|4710|11373|2835|1095|0|0
30.50,41|57|59664|34163|3254|15101|4710|11373|2835|1095|0|0
30.60,53|66|64086|9760|4556|18546|7760|13702|4567|3055|0|0
30.71,53|66|64086|9760|4556|18546|7760|13702|4567|3055|0|0
30.81,53|66|64086|9760|4556|18546|7760|13702|4567|3055|0|0
30.91,53|66|64086|9760|4556|18546|7760|13702|4567|3055|0|0
31.01,53|66|64086|9760|4556|18546|7760|13702|4567|3055|0|0
52.83,43|57|27832|11120|10761|8301|2686|5550|2415|1274|0|0
52.93,43|57|27832|11120|10761|8301|2686|5550|2415|1274|0|0
53.03,43|57|27832|11120|10761|8301|2686|5550|2415|1274|0|0
53.14,43|57|27832|11120|10761|8301|2686|5550|2415|1274|0|0
53.24,43|57|27832|11120|10761|8301|2686|5550|2415|1274|0|0
53.34,43|57|27832|11120|10761|8301|2686|5550|2415|1274|0|0
53.45,51|66|10592|3336|3626|2500|5119|1020|1014|420|0|0
53.55,51|66|10592|3336|3626|2500|5119|1020|1014|420|0|0
53.65,51|66|10592|3336|3626|2500|5119|1020|1014|420|0|0
53.75,51|66|10592|3336|3626|2500|5119|1020|1014|420|0|0
53.86,51|66|10592|3336|3626|2500|5119|1020|1014|420|0|0
53.96,51|66|10592|3336|3626|2500|5119|1020|1014|420|0|0
54.07,51|66|10592|3336|3626|2500|5119|1020|1014|420|0|0
54.17,51|66|10592|3336|3626|2500|5119|1020|1014|420|0|0
54.27,51|66|10592|3336|3626|2500|5119|1020|1014|420|0|0
54.37,51|66|10592|3336|3626|2500|5119|1020|1014|420|0|0
54.47,54|75|94011|60889|18448|16646|5040|8224|3725|1975|0|0
54.57,54|75|94011|60889|18448|16646|5040|8224|3725|1975|0|0
54.68,54|75|94011|60889|18448|16646|5040|8224|3725|1975|0|0
54.78,54|75|94011|60889|18448|16646|5040|8224|3725|1975|0|0
54.88,54|75|94011|60889|18448|16646|5040|8224|3725|1975|0|0
54.98,54|75|94011|60889|18448|16646|5040|8224|3725|1975|0|0
55.08,54|75|94011|60889|18448|16646|5040|8224|3725|1975|0|0
55.19,54|75|94011|60889|18448|16646|5040|8224|3725|1975|0|0
55.29,54|75|94011|60889|18448|16646|5040|8224|3725|1975|0|0
55.39,54|75|94011|60889|18448|16646|5040|8224|3725|1975|0|0
55.49,53|88|68603|77288|37170|8913|3473|6204|3519|1446|0|0
55.60,53|88|68603|77288|37170|8913|3473|6204|3519|1446|0|0
55.70,53|88|68603|77288|37170|8913|3473|6204|3519|1446|0|0
55.80,53|88|68603|77288|37170|8913|3473|6204|3519|1446|0|0
89.96,40|53|297755|28594|2747|6089|12007|16254|1994|3149|0|0
90.06,40|53|297755|28594|2747|6089|12007|16254|1994|3149|0|0
90.16,40|53|297755|28594|2747|6089|12007|16254|1994|3149|0|0
90.27,48|38|19398|29170|2093|10132|3562|3079|1719|3545|0|0
90.37,48|38|19398|29170|2093|10132|3562|3079|1719|3545|0|0
90.47,48|38|19398|29170|2093|10132|3562|3079|1719|3545|0|0
90.57,48|38|19398|29170|2093|10132|3562|3079|1719|3545|0|0
90.67,48|38|19398|29170|2093|10132|3562|3079|1719|3545|0|0
90.78,48|38|19398|29170|2093|10132|3562|3079|1719|3545|0|0
90.88,48|38|19398|29170|2093|10132|3562|3079|1719|3545|0|0
90.98,48|38|19398|29170|2093|10132|3562|3079|1719|3545|0|0
91.09,48|38|19398|29170|2093|10132|3562|3079|1719|3545|0|0
91.19,48|38|19398|29170|2093|10132|3562|3079|1719|3545|0|0
91.29,63|56|17589|10180|5053|8108|9046|3327|2283|2995|0|0
91.39,63|56|17589|10180|5053|8108|9046|3327|2283|2995|0|0
91.49,63|56|17589|10180|5053|8108|9046|3327|2283|2995|0|0
91.60,63|56|17589|10180|5053|8108|9046|3327|2283|2995|0|0
91.70,63|56|17589|10180|5053|8108|9046|3327|2283|2995|0|0
91.80,63|56|17589|10180|5053|8108|9046|3327|2283|2995|0|0
91.90,63|56|17589|10180|5053|8108|9046|3327|2283|2995|0|0
92.00,63|56|17589|10180|5053|8108|9046|3327|2283|2995|0|0
92.10,63|56|17589|10180|5053|8108|9046|3327|2283|2995|0|0
92.21,63|56|17589|10180|5053|8108|9046|3327|2283|2995|0|0
92.31,66|57|25196|22823|9476|11969|6815|4900|1782|1422|0|0
92.41,66|57|25196|22823|9476|11969|6815|4900|1782|1422|0|0
92.51,66|57|25196|22823|9476|11969|6815|4900|1782|1422|0|0
92.62,66|57|25196|22823|9476|11969|6815|4900|1782|1422|0|0
92.72,66|57|25196|22823|9476|11969|6815|4900|1782|1422|0|0
92.82,66|57|25196|22823|9476|11969|6815|4900|1782|1422|0|0
92.92,66|57|25196|22823|9476|11969|6815|4900|1782|1422|0|0
96.12,43|90|20867|2325|929|3819|746|663|1559|140|0|0
96.22,43|90|20867|2325|929|3819|746|663|1559|140|0|0
96.32,50|84|5623|20997|6709|7938|2856|10034|2317|2514|0|0
96.42,50|84|5623|20997|6709|7938|2856|10034|2317|2514|0|0
96.53,50|84|5623|20997|6709|7938|2856|10034|2317|2514|0|0
96.63,50|84|5623|20997|6709|7938|2856|10034|2317|2514|0|0
96.73,50|84|5623|20997|6709|7938|2856|10034|2317|2514|0|0
96.84,50|84|5623|20997|6709|7938|2856|10034|2317|2514|0|0
96.94,50|84|5623|20997|6709|7938|2856|10034|2317|2514|0|0
97.05,50|84|5623|20997|6709|7938|2856|10034|2317|2514|0|0
97.15,50|84|5623|20997|6709|7938|2856|10034|2317|2514|0|0
97.25,51|83|23773|12337|6925|2405|1493|2705|3004|1802|0|0
97.35,51|83|23773|12337|6925|2405|1493|2705|3004|1802|0|0
97.46,51|83|23773|12337|6925|2405|1493|2705|3004|1802|0|0
97.56,51|83|23773|12337|6925|2405|1493|2705|3004|1802|0|0
97.66,51|83|23773|12337|6925|2405|1493|2705|3004|1802|0|0
97.77,51|83|23773|12337|6925|2405|1493|2705|3004|1802|0|0
97.87,51|83|23773|12337|6925|2405|1493|2705|3004|1802|0|0
97.97,51|83|23773|12337|6925|2405|1493|2705|3004|1802|0|0
98.08,51|83|23773|12337|6925|2405|1493|2705|3004|1802|0|0
98.18,51|83|23773|12337|6925|2405|1493|2705|3004|1802|0|0
98.28,63|80|23937|44630|9233|5632|6590|5153|1472|1854|0|0
98.38,63|80|23937|44630|9233|5632|6590|5153|1472|1854|0|0
98.49,63|80|23937|44630|9233|5632|6590|5153|1472|1854|0|0
98.59,63|80|23937|44630|9233|5632|6590|5153|1472|1854|0|0
98.69,63|80|23937|44630|9233|5632|6590|5153|1472|1854|0|0
98.79,63|80|23937|44630|9233|5632|6590|5153|1472|1854|0|0
98.90,63|80|23937|44630|9233|5632|6590|5153|1472|1854|0|0
99.00,63|80|23937|44630|9233|5632|6590|5153|1472|1854|0|0
99.10,63|80|23937|44630|9233|5632|6590|5153|1472|1854|0|0
102.33,30|69|70576|23051|25521|1784|6777|5003|1338|1165|0|0
102.44,30|69|70576|23051|25521|1784|6777|5003|1338|1165|0|0
102.54,30|69|70576|23051|25521|1784|6777|5003|1338|1165|0|0
102.64,30|69|70576|23051|25521|1784|6777|5003|1338|1165|0|0
102.74,30|69|70576|23051|25521|1784|6777|5003|1338|1165|0|0
102.84,30|69|70576|23051|25521|1784|6777|5003|1338|1165|0|0
102.95,30|69|70576|23051|25521|1784|6777|5003|1338|1165|0|0
103.05,30|69|70576|23051|25521|1784|6777|5003|1338|1165|0|0
103.16,30|69|70576|23051|25521|1784|6777|5003|1338|1165|0|0
103.26,37|74|7794|20583|1488|11656|1451|2446|1495|1632|0|0
103.36,37|74|7794|20583|1488|11656|1451|2446|1495|1632|0|0
103.47,37|74|7794|20583|1488|11656|1451|2446|1495|1632|0|0
103.57,37|74|7794|20583|1488|11656|1451|2446|1495|1632|0|0
103.67,37|74|7794|20583|1488|11656|1451|2446|1495|1632|0|0
103.77,37|74|7794|20583|1488|11656|1451|2446|1495|1632|0|0
103.88,37|74|7794|20583|1488|11656|1451|2446|1495|1632|0|0
103.98,37|74|7794|20583|1488|11656|1451|2446|1495|1632|0|0
104.08,37|74|7794|20583|1488|11656|1451|2446|1495|1632|0|0
104.18,37|74|7794|20583|1488|11656|1451|2446|1495|1632|0|0
104.28,50|66|32280|12298|1298|4498|2409|3565|1119|1689|0|0
104.38,50|66|32280|12298|1298|4498|2409|3565|1119|1689|0|0
104.49,50|66|32280|12298|1298|4498|2409|3565|1119|1689|0|0
104.59,50|66|32280|12298|1298|4498|2409|3565|1119|1689|0|0
